SubdistID,CustomerName,Alamat,ProductName,InvoiceDate,Quantity,UnitPrice
3000029577,"Rahmatia Wanci","JL SISINGMANGRAJA  (PASSO)","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-21,1,211251
3000029577,"Rahmatia Wanci","HALONG ATAS","MIE KREZZ AYAM PANGGANG 16GR @90",2023-04-22,1,74000
3000029577,"Rahmatia Wanci","HUNUT-DURIAN PATAH","TARO PUFF FP ROASTED CORN 60GR @30",2023-04-23,1,162870
3000029577,"DIKa LAMENA / LA FAATI","HUNUT-DURIAN PATAH","TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-24,1,211250
3000029577,"DIKa LAMENA / LA FAATI","HUNUT-DURIAN PATAH","TARO PUFF FP CRUNCHY CHEESE 60GR @30",2023-04-25,2,169563
3000029577,"Feby smpg DEA AKPER","HUNUT-DURIAN PATAH","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-26,2,211250
3000029577,"AKILA LAMANGGA","HUNUT-DURIAN PATAH","TARO 36GR SEAWEED @36",2023-04-27,2,150247
3000029577,"AKILA LAMANGGA","HUNUT-DURIAN PATAH","BIHUNKU KARI LAKSA",2023-04-28,2,153024
3000029577,"MGM TOSERBA/ DENSY SIEGAR","HUNUT-DURIAN PATAH","BIHUNKU SOTO SPESIAL  40x55gr",2023-04-29,1,133100
3000029577,"MGM TOSERBA/ DENSY SIEGAR","HUNUT-DURIAN PATAH","BIHUNKU GORENG SPESIAL  40x55gr",2023-04-30,1,153024
3000029577,"Arham / UDIN ONI","HUNUT-DURIAN PATAH","BIHUNKU AYAM BAWANG 40x55gr",2023-04-21,1,133100
3000029577,"Arham / UDIN ONI","HUNUT-DURIAN PATAH","BIHUNKU ASAM PEDAS",2023-04-22,1,133100
3000029577,"Arham / UDIN ONI","HUNUT-DURIAN PATAH","TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-23,1,211250
3000029577,"Arham / UDIN ONI","HUNUT-DURIAN PATAH","TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-24,2,211250
3000029577,"Pasifik / FELIX ILHAM","HUNUT-DURIAN PATAH","TARO TEMPE MP CHICKEN ONION 55GR @36",2023-04-25,3,237430
3000029577,"Pasifik / FELIX ILHAM","HUNUT-DURIAN PATAH","TARO 36GR POTATO BBQ @36",2023-04-26,5,150247
3000029577,"Pasifik / FELIX ILHAM","HUNUT-DURIAN PATAH","TARO TEMPE MP TERIYAKI BBQ 55GR @36",2023-04-27,5,237430
3000029577,"Pasifik / FELIX ILHAM","HUNUT-DURIAN PATAH","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-28,5,211250
3000029577,"Irmayanti / BAHARUDIN","HUNUT-DURIAN PATAH","TARO PUFF FP ROASTED CORN 60GR @30",2023-04-29,5,162870
3000029577,"Irmayanti / BAHARUDIN","HUNUT-DURIAN PATAH","TARO 36GR COBOY STEAK @36",2023-04-30,1,150247
3000029577,"CV.NADEL COSMETIC / HENDRIK",AMBON,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-01,1,205400
3000029577,"CV.NADEL COSMETIC / HENDRIK",AMBON,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-02,1,205400
3000029577,"CV.NADEL COSMETIC / HENDRIK","RUMAH TIGA","MIE KREZZ AYAM PANGGANG 16GR @90",2023-04-03,3,74000
3000029577,"CV.NADEL COSMETIC / HENDRIK",TULEHU,"TARO 36GR SEAWEED @36",2023-04-04,2,144500
3000029577,"CV.NADEL COSMETIC / HENDRIK","WAITATIRI (DEPAN KARUNIA","TARO 36GR SEAWEED @36",2023-04-05,5,150300
3000029577,"CV.NADEL COSMETIC / HENDRIK","WAITATIRI (DEPAN KARUNIA","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-05,5,211300
3000029577,"Gamalama / SOLEMAN NASIR",WAIPO,"TARO 36GR POTATO BBQ @36",2023-04-05,5,154500
3000029577,"Novi Kotamara / SALMINAH",WAIPO,"TARO 36GR SEAWEED @36",2023-04-05,1,154500
3000029577,"Novi Kotamara / SALMINAH","JL. GANG POS","TARO 36GR POTATO BBQ @36",2023-04-05,1,150300
3000029577,"Novi Kotamara / SALMINAH","JL. GANG POS","TARO 36GR SEAWEED @36",2023-04-05,1,150300
3000029577,"UD. MAROBO LAWA","JL. GANG POS","TARO 36GR ITALIAN PIZZA @36",2023-04-05,1,150300
3000029577,"UD. MAROBO LAWA","JL. GANG POS","TARO 36GR COBOY STEAK @36",2023-04-05,1,150300
3000029577,"UD. MAROBO LAWA","JL. GANG POS","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-05,5,211300
3000029577,"UD. MAROBO LAWA","JL. GANG POS","TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-05,10,211300
3000029577,"AWALUDDIN BONEOGE","JL. GANG POS","TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-05,7,211300
3000029577,"AWALUDDIN BONEOGE",KOBISONTA,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-05,10,205400
3000029577,"AWALUDDIN BONEOGE",KOBISONTA,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-05,1,205400
3000029577,"AWALUDDIN BONEOGE",KOBISONTA,"TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-05,1,202000
3000029577,BAROKAH,NAMLEA,"TARO 36GR POTATO BBQ @36",2023-04-05,25,150300
3000029577,BAROKAH,NAMLEA,"TARO 36GR SEAWEED @36",2023-04-30,5,150300
3000029577,BAROKAH,NAMLEA,"TARO 36GR ITALIAN PIZZA @36",2023-04-02,1,150300
3000029577,BAROKAH,NAMLEA,"TARO 36GR COBOY STEAK @36",2023-04-14,1,150300
3000029577,"MAMA IKA",NAMLEA,"TARO PUFF FP CRUNCHY CHEESE 60GR @30",2023-04-14,5,169600
3000029577,"MAMA IKA",NAMLEA,"TARO PUFF FP ROASTED CORN 60GR @30",2023-04-14,3,163000
3000029577,"MAMA IKA",NAMLEA,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-14,1,211300
3000029577,"MAMA IKA",NAMLEA,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-14,1,211300
3000029577,"MAMA IKA",NAMLEA,"TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-14,25,211300
3000029577,"SINAR PAPUA","HUNUT-DURIAN PATAH","BIHUNKU AYAM BAWANG 40x55gr",2023-04-14,5,133100
3000029577,"SINAR PAPUA","HUNUT-DURIAN PATAH","BIHUNKU ASAM PEDAS",2023-04-14,1,133100
3000029577,"SINAR PAPUA","HUNUT-DURIAN PATAH","BIHUNKU GORENG SPESIAL  40x55gr",2023-04-14,1,153024
3000029577,"SINAR PAPUA","HUNUT-DURIAN PATAH","BIHUNKU KARI LAKSA",2023-04-14,1,153024
3000029577,"TIGA DARA","HUNUT-DURIAN PATAH","BIHUNKU SOTO SPESIAL  40x55gr",2023-04-14,1,133100
3000029577,"TIGA DARA","HUNUT-DURIAN PATAH","TARO PUFF FP CRUNCHY CHEESE 60GR @30",2023-04-14,2,169563
3000029577,"TIGA DARA","HUNUT-DURIAN PATAH","TARO 36GR ITALIAN PIZZA @36",2023-04-01,2,150247
3000029577,"TIGA DARA","HUNUT-DURIAN PATAH","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-01,1,211250
3000029577,"TIGA DARA","HUNUT-DURIAN PATAH","TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-01,2,211250
3000029577,"ADIGUNA RAHA","HUNUT-DURIAN PATAH","TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-01,20,211250
3000029577,"ADIGUNA RAHA","HUNUT-DURIAN PATAH","TARO 36GR SEAWEED @36",2023-04-01,1,150247
3000029577,"ADIGUNA RAHA","HUNUT-DURIAN PATAH","TARO PUFF FP ROASTED CORN 60GR @30",2023-04-01,1,162870
3000029577,"ADIGUNA RAHA","MASOHI (DPN LEMBAGA)","TARO 36GR POTATO BBQ @36",2023-04-01,5,154500
3000029577,"ADIGUNA RAHA","MASOHI (DPN LEMBAGA)","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-01,2,220400
3000029577,"ROY RAHA","MASOHI (DPN LEMBAGA)","TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-01,1,220400
3000029577,"ROY RAHA","MASOHI (DPN LEMBAGA)","TARO 36GR POTATO BBQ @36",2023-04-01,5,154500
3000029577,"ROY RAHA","MASOHI (DPN LEMBAGA)","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-01,3,220400
3000029577,"ROY RAHA","MASOHI (DPN LEMBAGA)","TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-01,1,220400
3000029577,"ROY RAHA",AMAHAI,"TARO 36GR POTATO BBQ @36",2023-04-01,5,154500
3000029577,"ROY RAHA",AMAHAI,"TARO 36GR SEAWEED @36",2023-04-01,1,154500
3000029577,"ROY RAHA",AMAHAI,"TARO 36GR ITALIAN PIZZA @36",2023-04-01,5,154500
3000029577,"TOKO CITRA MAKMUR",AMAHAI,"TARO 36GR COBOY STEAK @36",2023-04-01,5,154500
3000029577,"TOKO CITRA MAKMUR",AMAHAI,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-01,20,220400
3000029577,"TOKO CITRA MAKMUR",AMAHAI,"TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-01,1,222400
3000029577,"TOKO CITRA MAKMUR",AMAHAI,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-01,1,220400
3000029577,"Daya Manunggal","JL. RIJALI","TARO 36GR COBOY STEAK @36",2023-04-09,1,150300
3000029577,"Daya Manunggal","JL. RIJALI","TARO 36GR ITALIAN PIZZA @36",2023-04-10,5,150300
3000029577,ARGA,"JL. RIJALI","TARO 36GR POTATO BBQ @36",2023-04-11,2,150300
3000029577,ARGA,"JL. RIJALI","TARO 36GR SEAWEED @36",2023-04-12,1,150300
3000029577,ARGA,"JL. RIJALI","TARO PUFF FP CRUNCHY CHEESE 60GR @30",2023-04-13,5,169600
3000029577,ARGA,"JL. RIJALI","TARO PUFF FP ROASTED CORN 60GR @30",2023-04-14,7,163000
3000029577,ARGA,"JL. RIJALI","BIHUNKU GORENG SPESIAL  40x55gr",2023-04-15,1,153100
3000029577,ARGA,"JL. RIJALI","BIHUNKU SOTO SPESIAL  40x55gr",2023-04-16,1,133100
3000029577,"FATUL LOLIBU",GALUNGGUNG,"TARO 36GR POTATO BBQ @36",2023-04-17,5,150300
3000029577,"LISA RAHA",GALUNGGUNG,"TARO 36GR SEAWEED @36",2023-04-18,1,150300
3000029577,"LISA RAHA",GALUNGGUNG,"TARO 36GR ITALIAN PIZZA @36",2023-04-19,5,150300
3000029577,ARIL,GALUNGGUNG,"TARO 36GR COBOY STEAK @36",2023-04-20,5,150300
3000029577,ARIL,GALUNGGUNG,"TARO PUFF FP CRUNCHY CHEESE 60GR @30",2023-04-21,1,169600
3000029577,ARIL,GALUNGGUNG,"TARO PUFF FP ROASTED CORN 60GR @30",2023-04-22,1,163000
3000029577,ARIL,GALUNGGUNG,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-23,1,211300
3000029577,"SASUKA POS 3",GALUNGGUNG,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-24,1,211300
3000029577,"APOTIK TEGAR",GALUNGGUNG,"TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-25,1,211300
3000029577,"APOTIK TEGAR",MASOHI,"TARO 36GR POTATO BBQ @36",2023-04-26,1,154500
3000029577,"APOTIK TEGAR",MASOHI,"TARO 36GR SEAWEED @36",2023-04-27,1,154500
3000029577,"APOTIK TEGAR",MASOHI,"TARO 36GR ITALIAN PIZZA @36",2023-04-28,1,154500
3000029577,"APOTIK TEGAR",MASOHI,"TARO 36GR COBOY STEAK @36",2023-04-29,1,154500
3000029577,"APOTIK TEGAR",MASOHI,"TARO 36GR POTATO BBQ @36",2023-04-30,1,154500
3000029577,INTAN,MASOHI,"TARO 36GR SEAWEED @36",2023-04-21,10,154500
3000029577,INTAN,MASOHI,"TARO 36GR ITALIAN PIZZA @36",2023-04-22,1,154500
3000029577,INTAN,MASOHI,"TARO 36GR COBOY STEAK @36",2023-04-23,1,154500
3000029577,INTAN,MASOHI,"TARO 36GR POTATO BBQ @36",2023-04-24,1,154500
3000029577,"Saharia / HASBA",MASOHI,"TARO 36GR SEAWEED @36",2023-04-25,1,154500
3000029577,"Saharia / HASBA",MASOHI,"TARO 36GR ITALIAN PIZZA @36",2023-04-26,1,154500
3000029577,"Saharia / HASBA",MASOHI,"TARO 36GR COBOY STEAK @36",2023-04-27,1,154500
3000029577,"Saharia / HASBA",TEHOKU,"MIE KREZZ AYAM PANGGANG 16GR @90",2023-04-28,1,74000
3000029577,"BIDARI ( DEPAN AKPER )","JL. YAN PAAYS","TARO 36GR POTATO BBQ @36",2023-04-29,1,150300
3000029577,"HIDAYYAH  / SALMA WATI","JL. YAN PAAYS","TARO 36GR SEAWEED @36",2023-04-30,1,150300
3000029577,"DEA 2 SAMPING NUSANTARA","HUNUT-DURIAN PATAH","TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-01,1,211250
3000029577,"TOKO ANITA WANCI","HUNUT-DURIAN PATAH","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-02,1,211250
3000029577,"TOKO ANITA WANCI","HUNUT-DURIAN PATAH","TARO TEMPE MP TERIYAKI BBQ 55GR @36",2023-04-03,1,237430
3000029577,"TOKO ANITA WANCI","HUNUT-DURIAN PATAH","TARO PUFF FP ROASTED CORN 60GR @30",2023-04-04,1,162870
3000029577,"TOKO ANITA WANCI","HUNUT-DURIAN PATAH","TARO 36GR SEAWEED @36",2023-04-05,1,150247
3000029577,"ERIK LAKAPERA","HUNUT-DURIAN PATAH","TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-05,1,211250
3000029577,"ERIK LAKAPERA","HUNUT-DURIAN PATAH","TARO 36GR ITALIAN PIZZA @36",2023-04-05,1,150247
3000029577,"ERIK LAKAPERA","HUNUT-DURIAN PATAH","TARO 36GR POTATO BBQ @36",2023-04-05,1,150247
3000029577,"ERIK LAKAPERA","HUNUT-DURIAN PATAH","TARO TEMPE MP CHICKEN ONION 55GR @36",2023-04-05,1,237430
3000029577,"Fitros / SAINUDDIN","HUNUT-DURIAN PATAH","TARO 36GR COBOY STEAK @36",2023-04-05,1,150247
3000029577,"Fitros / SAINUDDIN","JL. PATTIMURA","TARO 36GR POTATO BBQ @36",2023-04-05,1,144500
3000029577,"Fitros / SAINUDDIN","JL. PATTIMURA","TARO 36GR ITALIAN PIZZA @36",2023-04-05,2,144500
3000029577,"Fitros / SAINUDDIN",NAMLEA,"TARO 36GR POTATO BBQ @36",2023-04-05,2,144500
3000029577,"Misbah / AMRAN",NAMLEA,"TARO 36GR SEAWEED @36",2023-04-05,5,144500
3000029577,"Misbah / AMRAN",NAMLEA,"TARO 36GR ITALIAN PIZZA @36",2023-04-05,1,144500
3000029577,"Misbah / AMRAN",NAMLEA,"TARO 36GR COBOY STEAK @36",2023-04-05,1,144500
3000029577,"Misbah / AMRAN","JL. YOS SUDARSO","TARO 36GR SEAWEED @36",2023-04-05,8,144500
3000029577,"Misbah / AMRAN","LAHA AIR SAKULA (LOR PERTAMA MASJID)","MIE KREZZ AYAM PANGGANG 16GR @90",2023-04-05,8,74000
3000029577,FATAN,"JL. NN SAAR SOPACUA RT 003/006","MIE KREZZ AYAM PANGGANG 16GR @90",2023-04-05,5,74000
3000029577,"PT.DELAPAN DELAPAN MARKET ","JL SISINGMANGRAJA  (PASSO)","TARO 36GR SEAWEED @36",2023-04-30,1,150247
3000029577,"PT.DELAPAN DELAPAN MARKET ","JL SISINGMANGRAJA  (PASSO)","TARO 36GR POTATO BBQ @36",2023-04-03,1,150247
3000029577,"PT.DELAPAN DELAPAN MARKET ","JL SISINGMANGRAJA  (PASSO)","TARO 36GR COBOY STEAK @36",2023-04-14,1,150247
3000029577,"PT.DELAPAN DELAPAN MARKET ",BULA,"TARO 36GR POTATO BBQ @36",2023-04-14,5,144500
3000029577,"PT.DELAPAN DELAPAN MARKET ",BULA,"TARO 36GR SEAWEED @36",2023-04-14,1,144500
3000029577,"Rika Mart Pala tiga / ALIF MUCHTAROH",BULA,"TARO 36GR ITALIAN PIZZA @36",2023-04-14,10,144500
3000029577,"Rika Mart Pala tiga / ALIF MUCHTAROH",BULA,"TARO 36GR COBOY STEAK @36",2023-04-14,1,144500
3000029577,"Rika Mart Pala tiga / ALIF MUCHTAROH",BULA,"BIHUNKU SOTO SPESIAL  40x55gr",2023-04-14,1,133100
3000029577,"Rika Mart Pala tiga / ALIF MUCHTAROH",WAIHERU,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-14,1,205400
3000029577,"Rika Mart Pala tiga / ALIF MUCHTAROH",WAIHERU,"TARO 36GR SEAWEED @36",2023-04-14,1,144500
3000029577,"Saban 07 Smping Isti / AMRAN","PASAR MASOHI","TARO 36GR POTATO BBQ @36",2023-04-14,2,154500
3000029577,"Saban 07 Smping Isti / AMRAN","PASAR MASOHI","TARO 36GR SEAWEED @36",2023-04-14,1,154500
3000029577,"Saban 07 Smping Isti / AMRAN",MARDIKA,"TARO 36GR POTATO BBQ @36",2023-04-14,1,144500
3000029577,"Saban 07 Smping Isti / AMRAN",MARDIKA,"TARO 36GR SEAWEED @36",2023-04-04,1,144500
3000029577,"BILAL / HUSEIN","JL. DIPONEGORO","TARO 36GR COBOY STEAK @36",2023-04-04,2,150300
3000029577,"BILAL / HUSEIN","JL. DIPONEGORO","TARO 36GR ITALIAN PIZZA @36",2023-04-04,1,150300
3000029577,"CV. NADEL COSMETIK 2 /HENDRIK ","JL. DIPONEGORO","TARO 36GR POTATO BBQ @36",2023-04-04,1,150300
3000029577,"CV. NADEL COSMETIK 2 /HENDRIK ","MASOHI (SAMPING POS LANTAS MSH)","TARO 36GR SEAWEED @36",2023-04-04,1,154500
3000029577,"Saharia Mol / ULIN","MASOHI (SAMPING POS LANTAS MSH)","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-04,1,220400
3000029577,"Saharia Mol / ULIN",AMAHAI,"TARO 36GR POTATO BBQ @36",2023-04-04,1,154500
3000029577,"Saharia Mol / ULIN",AMAHAI,"TARO 36GR SEAWEED @36",2023-04-04,1,154500
3000029577,"Saharia Mol / ULIN",MASOHI,"TARO 36GR SEAWEED @36",2023-04-04,1,154500
3000029577,"Pasifik / FELIX ILHAM",MASOHI,"TARO 36GR COBOY STEAK @36",2023-04-04,5,154500
3000029577,"Pasifik / FELIX ILHAM",MASOHI,"TARO 36GR ITALIAN PIZZA @36",2023-04-04,5,154500
3000029577,"Pasifik / FELIX ILHAM",MASOHI,"TARO 36GR POTATO BBQ @36",2023-04-04,1,154500
3000029577,"Pasifik / FELIX ILHAM",MASOHI,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-04,1,220400
3000029577,"Pasifik / FELIX ILHAM",MASOHI,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-04,1,220400
3000029577,"Pasifik / FELIX ILHAM",MASOHI,"TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-18,1,217000
3000029577,"TOKO BERSAMA / ZAKARIA",MASOHI,"TARO 36GR POTATO BBQ @36",2023-04-18,1,154500
3000029577,"TOKO BERSAMA / ZAKARIA",MASOHI,"TARO 36GR SEAWEED @36",2023-04-18,5,154500
3000029577,"TOKO BERSAMA / ZAKARIA",MASOHI,"TARO 36GR ITALIAN PIZZA @36",2023-04-18,5,154500
3000029577,"Gamalama / SOLEMAN NASIR",WAIPO,"TARO 36GR SEAWEED @36",2023-04-18,1,154500
3000029577,"Gamalama / SOLEMAN NASIR",WAIPO,"TARO 36GR POTATO BBQ @36",2023-04-18,1,154500
3000029577,"RADIT ( L. KOTA )",WAAI,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-18,1,205400
3000029577,"IPAL LAKUMBE",WAIPO,"TARO 36GR POTATO BBQ @36",2023-04-18,1,154500
3000029577,"AMIN JAYA EREKE",WAIPO,"TARO 36GR SEAWEED @36",2023-04-18,1,154500
3000029577,"UD NUSANTARA",WAIPO,"TARO 36GR ITALIAN PIZZA @36",2023-04-18,1,154500
3000029577,"UD NUSANTARA",WAIPO,"TARO 36GR COBOY STEAK @36",2023-04-18,1,154500
3000029577,"SAWAL EREKE",AMBON,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-18,1,205400
3000029577,"SAWAL EREKE",NAMROLE,"TARO 36GR POTATO BBQ @36",2023-04-18,1,144500
3000029577,"SAWAL EREKE",NAMROLE,"TARO 36GR SEAWEED @36",2023-04-18,1,144500
3000029577,"SAWAL EREKE",NAMROLE,"TARO 36GR ITALIAN PIZZA @36",2023-04-02,5,144500
3000029577,ARWAN,NAMROLE,"TARO 36GR COBOY STEAK @36",2023-04-02,1,144500
3000029577,ARWAN,NAMROLE,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-02,1,205400
3000029577,ARWAN,NAMROLE,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-02,1,205400
3000029577,ARWAN,NAMROLE,"TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-02,1,202000
3000029577,ARWAN,"HUNUT-DURIAN PATAH","BIHUNKU AYAM BAWANG 40x55gr",2023-04-02,1,133100
3000029577,ARWAN,"HUNUT-DURIAN PATAH","BIHUNKU ASAM PEDAS",2023-04-02,2,133100
3000029577,"UD HAFAS MALIGANO","HUNUT-DURIAN PATAH","BIHUNKU GORENG SPESIAL  40x55gr",2023-04-02,2,153024
3000029577,"UD HAFAS MALIGANO","HUNUT-DURIAN PATAH","BIHUNKU SOTO SPESIAL  40x55gr",2023-04-02,1,133100
3000029577,"UD HAFAS MALIGANO","HUNUT-DURIAN PATAH","TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-02,1,211250
3000029577,"UD HAFAS MALIGANO","HUNUT-DURIAN PATAH","TARO TEMPE MP CHICKEN ONION 55GR @36",2023-04-02,1,237430
3000029577,"UD HAFAS MALIGANO","HUNUT-DURIAN PATAH","TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-02,1,211250
3000029577,"UD HAFAS MALIGANO","HUNUT-DURIAN PATAH","TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-02,1,211250
3000029577,"SADAM EREKE","HUNUT-DURIAN PATAH","TARO 36GR COBOY STEAK @36",2023-04-02,1,150247
3000029577,"SADAM EREKE","HUNUT-DURIAN PATAH","TARO 36GR POTATO BBQ @36",2023-04-16,1,150247
3000029577,"SADAM EREKE","HUNUT-DURIAN PATAH","TARO 36GR SEAWEED @36",2023-04-16,1,150247
3000029577,"PASIFA JAYA / RAMLI M","HUNUT-DURIAN PATAH","TARO 36GR ITALIAN PIZZA @36",2023-04-16,1,150247
3000029577,"PASIFA JAYA / RAMLI M","HUNUT-DURIAN PATAH","TARO TEMPE MP TERIYAKI BBQ 55GR @36",2023-04-16,1,237430
3000029577,"PASIFA JAYA / RAMLI M","KOTA MASOHI","TARO 36GR POTATO BBQ @36",2023-04-16,1,154500
3000029577,"PASIFA JAYA / RAMLI M",TOHOKU,"MIE KREZZ AYAM PANGGANG 16GR @90",2023-04-16,1,74000
3000029577,"PASIFA JAYA / RAMLI M","MARDIKA (APOTIK MANASUKA)","TARO 36GR POTATO BBQ @36",2023-04-16,1,144500
3000029577,"PASIFA JAYA / RAMLI M",MASOHI,"TARO 36GR POTATO BBQ @36",2023-04-16,1,154500
3000029577,MUSLIMIN,MASOHI,"TARO 36GR SEAWEED @36",2023-04-16,1,154500
3000029577,MUSLIMIN,MASOHI,"TARO 36GR ITALIAN PIZZA @36",2023-04-16,5,154500
3000029577,MUSLIMIN,MASOHI,"TARO 36GR COBOY STEAK @36",2023-04-23,5,154500
3000029577,MUSLIMIN,MASOHI,"TARO 65gr POTATO BBQ (FAMILY PACK) @30PCS",2023-04-24,3,220400
3000029577,MUSLIMIN,MASOHI,"TARO 65gr SEAWEED (FAMILY PACK) @30pcs",2023-04-25,3,220400
3000029577,MUSLIMIN,MASOHI,"TARO 65gr TERIYAKI BBQ (FAMILY PACK) @30PCS",2023-04-26,3,217000
